"","Symbol","Name","LastSale","MarketCap","Sector","industry"
"3437","MMSI","Merit Medical Systems, Inc.","58.16","$3.19B","Health Care","Medical/Dental Instruments"
"3438","MACK","Merrimack Pharmaceuticals, Inc.","5.98","$79.79M","Health Care","Major Pharmaceuticals"
"3439","MRSN","Mersana Therapeutics, Inc.","4.71","$109.19M","Health Care","Major Pharmaceuticals"
"3440","MRUS","Merus N.V.","12.75","$290.07M","Health Care","Major Pharmaceuticals"
"3441","MESA","Mesa Air Group, Inc.","9.85","$235.44M","Transportation","Air Freight/Delivery Services"
"3442","MLAB","Mesa Laboratories, Inc.","240.24","$929.37M","Capital Goods","Industrial Machinery/Components"
"3443","MESO","Mesoblast Limited","4.33","$418.19M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3444","CASH","Meta Financial Group, Inc.","22.6","$890.89M","Finance","Savings Institutions"
"3445","MEOH","Methanex Corporation","57.69","$4.46B","Basic Industries","Major Chemicals"
"3446","MGEE","MGE Energy Inc.","64.66","$2.24B","Energy","Electric Utilities: Central"
"3447","MGPI","MGP Ingredients, Inc.","81.91","$1.38B","Consumer Non-Durables","Beverages (Production/Distribution)"
"3448","MBOT","Microbot Medical Inc. ","8.06","$34.72M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3449","MCHP","Microchip Technology Incorporated","88.64","$21B","Technology","Semiconductors"
"3450","MU","Micron Technology, Inc.","41.58","$46.61B","Technology","Semiconductors"
"3451","MSFT","Microsoft Corporation","112.53","$863.35B","Technology","Computer Software: Prepackaged Software"
"3452","MSTR","MicroStrategy Incorporated","141.74","$1.46B","Technology","Computer Software: Prepackaged Software"
"3453","MVIS","Microvision, Inc.","1.17","$119.46M","Capital Goods","Industrial Machinery/Components"
"3454","MICT","MICT, Inc.","1.13","$10.56M","Capital Goods","Electrical Products"
"3455","MPB","Mid Penn Bancorp","24.44","$206.76M","Finance","Major Banks"
"3456","MTP","Midatech Pharma PLC","0.525","$16.3M","Health Care","Major Pharmaceuticals"
"3457","MCEP","Mid-Con Energy Partners, LP","0.9653","$29.38M","Energy","Oil & Gas Production"
"3458","MBCN","Middlefield Banc Corp.","41.9","$135.94M","Finance","Major Banks"
"3459","MSEX","Middlesex Water Company","58.51","$959.46M","Public Utilities","Water Supply"
"3460","MSBI","Midland States Bancorp, Inc.","25.55","$606.86M","Finance","Major Banks"
"3461","MSVB","Mid-Southern Bancorp, Inc.","12.79","$45.67M","Finance","Savings Institutions"
"3462","MOFG","MidWestOne Financial Group, Inc.","31.5","$383.67M","Finance","Major Banks"
"3463","MLND","Millendo Therapeutics, Inc. ","11.64","$150.32M","Health Care","Major Pharmaceuticals"
"3464","TIGO","Millicom International Cellular S.A.","59.025","$5.95B","Public Utilities","Telecommunications Equipment"
"3465","MIME","Mimecast Limited","48.68","$2.94B","Technology","Computer Software: Prepackaged Software"
"3466","MNDO","MIND C.T.I. Ltd.","2.4301","$46.92M","Technology","EDP Services"
"3467","NERV","Minerva Neurosciences, Inc","8.26","$321.08M","Health Care","Major Pharmaceuticals"
"3468","MGEN","Miragen Therapeutics, Inc.","2.69","$82.96M","Health Care","Medical Specialities"
"3469","MRTX","Mirati Therapeutics, Inc.","73.01","$2.37B","Health Care","Major Pharmaceuticals"
"3470","MSON","MISONIX, Inc.","19.84","$190.21M","Capital Goods","Medical Specialities"
"3471","MIND","Mitcham Industries, Inc.","4.05","$49.08M","Technology","Diversified Commercial Services"
"3472","MITK","Mitek Systems, Inc.","10.99","$425.69M","Technology","Computer peripheral equipment"
"3473","MKSI","MKS Instruments, Inc.","83.85","$4.53B","Capital Goods","Industrial Machinery/Components"
"3474","MMAC","MMA Capital Holdings, Inc.","28.65","$167.5M","Finance","Real Estate"
"3475","MINI","Mobile Mini, Inc.","37.3","$1.67B","Capital Goods","Metal Fabrications"
"3476","MOBL","MobileIron, Inc.","5.05","$533.05M","Technology","Computer Software: Prepackaged Software"
"3477","MMDM","Modern Media Acquisition Corp.","10.28","$266M","Consumer Services","Broadcasting"
"3478","MRNA","Moderna, Inc.","22.27","$7.33B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3479","MOGO","Mogo Finance Technology Inc.","2.27","$52.58M","Finance","Finance: Consumer Services"
"3480","MTEM","Molecular Templates, Inc.","4.93","$179.93M","Health Care","Major Pharmaceuticals"
"3481","MBRX","Moleculin Biotech, Inc.","1.29","$36.8M","Health Care","Major Pharmaceuticals"
"3482","MNTA","Momenta Pharmaceuticals, Inc.","14.67","$1.44B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3483","MOMO","Momo Inc.","33.28","$6.88B","Technology","Computer Software: Prepackaged Software"
"3484","MKGI","Monaker Group, Inc.","2.37","$22.73M","Consumer Services","Transportation Services"
"3485","MCRI","Monarch Casino & Resort, Inc.","44.31","$793.99M","Consumer Services","Hotels/Resorts"
"3486","MDLZ","Mondelez International, Inc.","47.23","$68.21B","Consumer Non-Durables","Packaged Foods"
"3487","MGI","Moneygram International, Inc.","2.49","$138.66M","Miscellaneous","Business Services"
"3488","MDB","MongoDB, Inc.","104.16","$5.58B","Technology","Computer Software: Prepackaged Software"
"3489","MPWR","Monolithic Power Systems, Inc.","136.18","$5.79B","Technology","Semiconductors"
"3490","TYPE","Monotype Imaging Holdings Inc.","20.02","$831.68M","Technology","EDP Services"
"3491","MNRO","Monro, Inc. ","77.24","$2.56B","Consumer Services","Automotive Aftermarket"
"3492","MNST","Monster Beverage Corporation","64.74","$35.8B","Consumer Non-Durables","Beverages (Production/Distribution)"
"3493","MORN","Morningstar, Inc.","125.3","$5.35B","Finance","Investment Managers"
"3494","MOR","MorphoSys AG","26.17","$3.3B","Health Care","Major Pharmaceuticals"
"3495","MOSY","MoSys, Inc.","0.166","$7.13M","Technology","Semiconductors"
"3496","MTFB","Motif Bio plc","1.9032","$28.31M","Health Care","Major Pharmaceuticals"
"3497","MPAA","Motorcar Parts of America, Inc.","21.22","$399.13M","Capital Goods","Auto Parts:O.E.M."
"3498","MOTS","Motus GI Holdings, Inc.","4.35","$68.25M","Health Care","Medical/Dental Instruments"
"3499","MPVD","Mountain Province Diamonds Inc.","1.02","$214.31M","Basic Industries","Precious Metals"
"3500","MOXC","Moxian, Inc.","0.471","$31.73M","Technology","Computer Software: Programming, Data Processing"
"3501","COOP","Mr. Cooper Group Inc.","13.51","$1.23B","Finance","Finance: Consumer Services"
"3502","MSBF","MSB Financial Corp.","18.09","$97.49M","Finance","Savings Institutions"
"3503","MTBC","MTBC, Inc.","4.43","$52.41M","Technology","Computer Software: Prepackaged Software"
"3504","MTEC","MTech Acquisition Corp.","10.1024","$75.07M","Technology","EDP Services"
"3505","MTSC","MTS Systems Corporation","54.93","$983.38M","Capital Goods","Industrial Machinery/Components"
"3506","MUDS","Mudrick Capital Acquisition Corporation","9.98","$259.48M","Finance","Business Services"
"3507","LABL","Multi-Color Corporation","50.21","$1.03B","Miscellaneous","Publishing"
"3508","MBIO","Mustang Bio, Inc.","4.01","$109.33M","Health Care","Major Pharmaceuticals"
"3509","MFSF","MutualFirst Financial Inc.","31.7","$272.73M","Finance","Major Banks"
"3510","MVBF","MVB Financial Corp.","15.86","$184.09M","Finance","Major Banks"
"3511","MYSZ","My Size, Inc.","0.7367","$21.99M","Technology","Computer Software: Prepackaged Software"
"3512","MYL","Mylan N.V.","27.45","$14.15B","Health Care","Major Pharmaceuticals"
"3513","MYND","MYnd Analytics, Inc.","1.63","$13.73M","Health Care","Hospital/Nursing Management"
"3514","MYOK","MyoKardia, Inc.","47.75","$1.92B","Health Care","Major Pharmaceuticals"
"3515","MYOS","MYOS RENS Technology Inc.","1.5","$11.21M","Health Care","Major Pharmaceuticals"
"3516","MYRG","MYR Group, Inc.","33.27","$551.11M","Basic Industries","Water Supply"
"3517","MYGN","Myriad Genetics, Inc.","30.84","$2.26B","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"3518","NBRV","Nabriva Therapeutics plc","2.05","$137.31M","Health Care","Major Pharmaceuticals"
"3519","NAKD","Naked Brand Group Limited","0.3679","$7.71M","Consumer Non-Durables","Apparel"
"3520","NNDM","Nano Dimension Ltd.","0.84","$29.66M","Technology","Electrical Products"
"3521","NANO","Nanometrics Incorporated","28.85","$698.62M","Capital Goods","Industrial Machinery/Components"
"3522","NSTG","NanoString Technologies, Inc.","26.91","$829.68M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3523","NAOV","NanoVibronix, Inc.","4.03","$16.13M","Health Care","Industrial Specialties"
"3524","NH","NantHealth, Inc.","1.12","$122.63M","Technology","EDP Services"
"3525","NK","NantKwest, Inc.","1.32","$104.58M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3526","NSSC","NAPCO Security Technologies, Inc.","21.56","$398.21M","Consumer Durables","Telecommunications Equipment"
"3527","NDAQ","Nasdaq, Inc.","91.99","$15.08B","Finance","Investment Bankers/Brokers/Service"
"3528","NTRA","Natera, Inc.","16.48","$1.02B","Health Care","Medical Specialities"
"3529","NATH","Nathan&#39;s Famous, Inc.","71.88","$300.26M","Consumer Services","Restaurants"
"3530","NKSH","National Bankshares, Inc.","39.66","$275.95M","Finance","Major Banks"
"3531","FIZZ","National Beverage Corp.","67.65","$3.15B","Consumer Non-Durables","Beverages (Production/Distribution)"
"3532","NCMI","National CineMedia, Inc.","7.87","$621.41M","Consumer Services","Advertising"
"3533","NCOM","National Commerce Corporation","43.56","$904.4M","Finance","Major Banks"
"3534","NESR","National Energy Services Reunited Corp.","8.75","$748.67M","Energy","Oilfield Services/Equipment"
"3535","NGHC","National General Holdings Corp","26.05","$2.94B","Finance","Property-Casualty Insurers"
"3536","NHLD","National Holdings Corporation","3.26","$41.11M","Finance","Investment Bankers/Brokers/Service"
"3537","NATI","National Instruments Corporation","46.63","$6.17B","Technology","Computer Software: Prepackaged Software"
"3538","NRC","National Research Corporation","39.13","$970.46M","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"3539","NSEC","National Security Group, Inc.","11.8","$29.82M","Finance","Life Insurance"
"3540","EYE","National Vision Holdings, Inc.","35.19","$2.72B","Health Care","Ophthalmic Goods"
"3541","NWLI","National Western Life Group, Inc.","302","$1.1B","Finance","Life Insurance"
"3542","NAII","Natural Alternatives International, Inc.","11.7","$88.02M","Consumer Durables","Specialty Chemicals"
"3543","NHTC","Natural Health Trends Corp.","13.02","$148.12M","Consumer Durables","Consumer Specialties"
"3544","NATR","Nature&#39;s Sunshine Products, Inc.","8.37","$160.73M","Health Care","Major Pharmaceuticals"
"3545","BABY","Natus Medical Incorporated","28.26","$953.95M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"3546","NAVI","Navient Corporation","12.21","$3.02B","Finance","Investment Bankers/Brokers/Service"
"3547","NMCI","Navios Maritime Containers L.P.","1.96","$335.18M","Transportation","Marine Transportation"
"3548","NBTB","NBT Bancorp Inc.","38.87","$1.7B","Finance","Major Banks"
"3549","NCSM","NCS Multistage Holdings, Inc.","5.41","$243.51M","Energy","Oilfield Services/Equipment"
"3550","NEBU","Nebula Acquisition Corporation","10.09","$346.84M","Finance","Business Services"
"3551","NKTR","Nektar Therapeutics","38.13","$6.6B","Health Care","Major Pharmaceuticals"
"3552","NMRD","Nemaura Medical Inc.","1.1348","$235.52M","Health Care","Medical/Dental Instruments"
"3553","NEOG","Neogen Corporation","63.54","$3.31B","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"3554","NEO","NeoGenomics, Inc.","19.32","$1.82B","Health Care","Precision Instruments"
"3555","NTGN","Neon Therapeutics, Inc.","6.09","$172.43M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3556","NEON","Neonode Inc.","3.14","$18.4M","Capital Goods","Industrial Machinery/Components"
"3557","NEOS","Neos Therapeutics, Inc.","2.31","$114.75M","Health Care","Major Pharmaceuticals"
"3558","NVCN","Neovasc Inc.","0.4877","$13.66M","Health Care","Medical/Dental Instruments"
"3559","NEPT","Neptune Wellness Solutions Inc.","3.57","$285.44M","Health Care","Major Pharmaceuticals"
"3560","UEPS","Net 1 UEPS Technologies, Inc.","3.88","$220.52M","Finance","Investment Bankers/Brokers/Service"
"3561","NETE","Net Element, Inc.","6.05","$23.37M","Technology","EDP Services"
"3562","NTAP","NetApp, Inc.","66.22","$16.35B","Technology","Electronic Components"
"3563","NTES","NetEase, Inc.","217.38","$28.55B","Miscellaneous","Business Services"
"3564","NFLX","Netflix, Inc.","357.32","$156.01B","Consumer Services","Consumer Electronics/Video Chains"
"3565","NTGR","NETGEAR, Inc.","36.5","$1.15B","Public Utilities","Telecommunications Equipment"
"3566","NTCT","NetScout Systems, Inc.","27.23","$2.12B","Technology","EDP Services"
"3567","NTWK","NetSol Technologies Inc.","8.02","$95.12M","Technology","Computer Software: Prepackaged Software"
"3568","CUR","Neuralstem, Inc.","0.4713","$8.58M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3569","NBIX","Neurocrine Biosciences, Inc.","79.13","$7.19B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3570","NURO","NeuroMetrix, Inc.","1.05","$8.06M","Health Care","Medical/Dental Instruments"
"3571","STIM","Neuronetics, Inc.","17.42","$306.23M","Health Care","Medical/Dental Instruments"
"3572","NTRP","Neurotrope, Inc.","4.63","$36.62M","Health Care","Major Pharmaceuticals"
"3573","NBEV","New Age Beverages Corporation","5.89","$442.14M","Consumer Non-Durables","Beverages (Production/Distribution)"
"3574","NFE","New Fortress Energy LLC","15.91","$2.66B","Public Utilities","Oil/Gas Transmission"
"3575","NYMT","New York Mortgage Trust, Inc.","5.99","$932.95M","Consumer Services","Real Estate Investment Trusts"
"3576","NEWA","Newater Technology, Inc.","6.98","$75.45M","Basic Industries","Miscellaneous"
"3577","NWL","Newell Brands Inc.","16.17","$7.55B","Consumer Non-Durables","Plastic Products"
"3578","NLNK","NewLink Genetics Corporation","1.8","$67M","Health Care","Major Pharmaceuticals"
"3579","NWS","News Corporation","13.56","$7.93B","Consumer Services","Newspapers/Magazines"
"3580","NXST","Nexstar Media Group, Inc.","101.55","$4.69B","Consumer Services","Broadcasting"
"3581","NEXT","NextDecade Corporation","3.65","$399.21M","Public Utilities","Oil & Gas Production"
"3582","NXGN","NextGen Healthcare, Inc.","18","$1.16B","Technology","EDP Services"
"3583","BIMI","NF Energy Saving Corporation","5.4","$40.9M","Capital Goods","Metal Fabrications"
"3584","NODK","NI Holdings, Inc.","15.21","$340.09M","Finance","Property-Casualty Insurers"
"3585","EGOV","NIC Inc.","17.05","$1.14B","Miscellaneous","Business Services"
"3586","NICE","NICE Ltd","118.07","$7.31B","Technology","Computer Manufacturing"
"3587","NICK","Nicholas Financial, Inc.","10.46","$82.74M","Finance","Finance Companies"
"3588","NCBS","Nicolet Bankshares Inc.","57.84","$549.19M","Finance","Major Banks"
"3589","NITE","Nightstar Therapeutics plc","15.16","$507.62M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3590","NIHD","NII Holdings, Inc.","3.76","$379.28M","Public Utilities","Telecommunications Equipment"
"3591","NIU","Niu Technologies","8.18","$608.08M","Capital Goods","Auto Manufacturing"
"3592","LASR","nLIGHT, Inc.","21.44","$784.1M","Technology","Semiconductors"
"3593","NMIH","NMI Holdings Inc","24.42","$1.62B","Finance","Property-Casualty Insurers"
"3594","NNBR","NN, Inc.","9.85","$414.73M","Capital Goods","Metal Fabrications"
"3595","NDLS","Noodles & Company","7.77","$341.27M","Consumer Services","Restaurants"
"3596","NDSN","Nordson Corporation","135.47","$7.77B","Capital Goods","Industrial Machinery/Components"
"3597","NSYS","Nortech Systems Incorporated","4.7","$12.57M","Capital Goods","Industrial Machinery/Components"
"3598","NBN","Northeast Bancorp","20.87","$188.66M","Finance","Major Banks"
"3599","NTIC","Northern Technologies International Corporation","30.85","$140.13M","Capital Goods","Industrial Specialties"
"3600","NTRS","Northern Trust Corporation","93.13","$20.4B","Finance","Major Banks"
"3601","NFBK","Northfield Bancorp, Inc.","14.86","$737.59M","Finance","Savings Institutions"
"3602","NRIM","Northrim BanCorp Inc","37.89","$260.81M","Finance","Savings Institutions"
"3603","NWBI","Northwest Bancshares, Inc.","18.56","$1.92B","Finance","Major Banks"
"3604","NWPX","Northwest Pipe Company","24.04","$234.03M","Basic Industries","Steel/Iron Ore"
"3605","NWFL","Norwood Financial Corp.","30.62","$192.68M","Finance","Major Banks"
"3606","NVFY","Nova Lifestyle, Inc","0.83","$22.95M","Consumer Durables","Home Furnishings"
"3607","NVMI","Nova Measuring Instruments Ltd.","24.92","$695.98M","Capital Goods","Electronic Components"
"3608","NOVN","Novan, Inc.","1.21","$31.53M","Health Care","Major Pharmaceuticals"
"3609","NOVT","Novanta Inc.","81.98","$2.86B","Miscellaneous","Industrial Machinery/Components"
"3610","NVAX","Novavax, Inc.","0.7025","$268.95M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"3611","NVLN","Novelion Therapeutics Inc. ","1.19","$22.53M","Health Care","Major Pharmaceuticals"
"3612","NVCR","NovoCure Limited","56.12","$5.22B","Health Care","Medical/Dental Instruments"
"3613","NVMM","Novume Solutions, Inc.","0.7348","$13.79M","Consumer Durables","Telecommunications Equipment"
"3614","NVUS","Novus Therapeutics, Inc.","4.9","$46.17M","Health Care","Major Pharmaceuticals"
"3615","NUAN","Nuance Communications, Inc.","16.76","$4.78B","Technology","Computer Software: Prepackaged Software"
"3616","NCNA","NuCana plc","11.52","$371.25M","Health Care","Major Pharmaceuticals"
"3617","NTNX","Nutanix, Inc.","33.7","$6.04B","Technology","Computer Software: Prepackaged Software"
"3618","NTRI","NutriSystem Inc","43.22","$1.27B","Consumer Services","Catalog/Specialty Distribution"
"3619","NUVA","NuVasive, Inc.","58.48","$3.02B","Health Care","Medical/Dental Instruments"
"3620","NVTR","Nuvectra Corporation","12.77","$224.87M","Health Care","Medical/Dental Instruments"
"3621","NVEE","NV5 Global, Inc.","80.24","$1B","Consumer Services","Other Consumer Services"
